Match history. Format:
Match number , Winner(0=draw,1=player1,2=player2) , Player 1 score , Player 2 score
0,0,0,0
1,2,2,4
2,2,0,6
3,0,3,3
4,1,5,1
5,0,3,3
6,2,2,4
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
2,1,3,0
3,1,2,1
4,1,4,2
5,2,2,4
6,2,2,4
7,2,0,9
8,0,0,0
9,0,0,0
10,2,0,3
2,2,1,2
3,2,1,2
4,1,4,2
5,2,1,5
6,1,6,3
7,0,0,0
8,0,0,0
9,2,1,2
10,2,1,2
2,2,1,2
3,1,4,2
4,0,3,3
5,2,2,7
6,1,5,4
7,2,4,5
